station_name,station_full_name,station_zone,station_address
AVC,AMARAVATHI COLONY JN,SWR,"Karnataka 577566, India"
AVD,AVADI,SR,"Avadi, First Street, Tirumalairajapura.."
AVH,AVIDHA,WR,"Gujarat 393017, India"
AVK,ARAVANKADU,SR,"Aravankadu, Tamil Nadu, India"
AVL,AMRITVEL,WR,"Bhavnagar, Gujarat, India"
AVLI,ARAVALLI,SCR,"Aravalli Road, Unikili, Andhra Pradesh.."
AVN,ANAVARDIKHANPET,SR,"Anvarthikanpettei Road, Tamil Nadu, In.."
AVP,ABHANPUR JN,SECR,"Raipur, Chhattisgarh, India"
AVRD,ARAVALI ROAD,KR,"Ratnagiri, Maharashtra, India"
AVS,AUVANESWSAREM,SR,"Auvaneeswaram Railway Station, Kunnico.."
AVT,AVATIHALLI H,SWR,"B.M.S. Institute of Technology, Yelaha.."
AWG,AWA GARH,NCR,"Uttar Pradesh 207301, India"
AWH,ALEWAHI,SECR,"Chandrapur, Maharashtra, India"
AWL,ALAWAL PUR,NR,"Alawalpur, Punjab, India"
AWP,AGHWANPUR,NR,"Moradabad, Uttar Pradesh, India"
AWPR,AWAPUR F,ECR,"Sitamarhi, Bihar, India"
AWR,ALWAR,NWR,"Alwar, Rajasthan, India"
AWS,ASWANI HALT,ECR,"Pashchim Champaran, Bihar, India"
AWT,ALWAR TIRUNAGRI,SR,"Kherado, Alwar, Rajasthan, India"
AWY,ALUVA,SR,"Alwaye Railway Goods Godown, Aluva, Ke.."
AXA,AMARSAR,WR,"Rajkot, Gujarat, India"
AXK,ASOKHAR,NCR,"Khokhar, Punjab, India"
AXR,ALLURU ROAD,SCR,"Alluru Rd, Alakapuram, Andhra Pradesh,.."
AY,AYODHYA DHAM JN,NR,"Ayodhya, Uttar Pradesh, India"
AYC,AYODHYA CANT,NR,"Ayodhya, Uttar Pradesh 224001, India"
AYD,AYANDUR,SR,"Alandur, Tamil Nadu, India"
AYI,AYINGUDI,SR,"Ayangudi, Tamil Nadu, India"
AYM,ADIYAKKAMUNGALAM,SR,"Adiyakkamangalam, Tamil Nadu, India"
AYN,AIYANAPURAM,SR,"Thanjavur, Tamil Nadu, India"
AYR,AYYALUR,SR,"Ayyalur, Tamil Nadu, India"
AYRN,AKSHAYWAT R NGR,ECR,"1st A Cross, Bangalore, Karnataka, India"
AYU,ABHAYAPURI ASAM,NFR,"Abhayapuri, Assam, India"
AYV,ARYANKAVU,SR,"Interstate Bus Terminal, Kollam-Tiruma.."
AYVN,NEW ARYANKAVU,SR,"Kollam-Tirumangalam Road, Kerala, India"
AZ,AZIMGANJ JN,ER,"Azimganj, West Bengal, India"
AZA,AZARA,NFR,"Guwahati, Mikir Para Chakardoi, Assam .."
AZK,AZHWARKURICHI,SR,"Virasamudram, Tamil Nadu, India"
AZP,AYYAMPET,SR,"Ayyampet, Tamil Nadu, India"
AZR,AZAMNAGAR ROAD,NFR,"Bihar, India"
BA,BANDRA JN,WR,"J N Library, University of Mumbai, Kal.."
BAA,BARALA,ER,"Barala, West Bengal, India"
BAAR,BANDAR PH,SER,"Rani Chowk Bus Stop, Haldia, West Beng.."
BAB,BABINA,NCR,"Babina, Uttar Pradesh 284401, India"
BABH,BAHALBA HALT,NR,"Behlba, PIN - 124111, Dist. - Rohtak S.."
BABR,BALANAGAR,SCR,"Bangalore-Hyderabad Highway, Balanagar.."
BAC,BARGACHIA,SER,"Bargachia - Jagatballavpur Rd, West Be.."
BAD,BAAD,NCR,"Baburi Garbi, Uttar Pradesh, India"
BADA,BARDHA HALT,NFR,"Bardaha, Bihar 854333, India"
BADH,BARHAUNA HALT,ECR,
BADK,BARKA H,NR,"Barka Ahra, Jharkhand"
BAE,BALIAKHERI,NR,"Saharanpur, Uttar Pradesh, India"
BAF,BAP,NWR,"Bap, Rajasthan, India"
BAGA,BHAGEGA,NWR,"Bhagega, Rajasthan, India"
BAGD,BAGWADA H,WR,"Bajwada, Mandvi, Vadodara, Gujarat, In.."
BAGJ,BARHARAGANJ,NER,"Hariharganj, Jharkhand, India"
BAGL,BARAGOPAL,ECR,"Baragopal, Bihar, India"
BAH,BHABHAR,WR,"Bhabhar, Gujarat, India"
BAHI,BALLENAHALLI,SWR,"Chitradurga, Karnataka, India"
BAHL,BANIHAL,NR,"National Highway 1A, Banihal, Ramban, .."
BAHN,BABHABGAON H,NFR,"Babhangaon, Deogaon, Bihar 855113, India"
BAHP,BAND HAMIRPUR,NR,"Pachodda Sarai, Uttar Pradesh 209801, .."
BAHW,BAHIR KHANDA,ER,"Hooghly, West Bengal, India"
BAI,BASSI,NWR,"Jaipur, Rajasthan, India"
BAJ,BHALEJ,WR,"Bhuj, Gujarat, India"
BAJE,BAJAKARE H,SWR,"Dakshina Kannada, Karnataka, India"
BAK,BHAN KARI,NWR,"Rajasthan 303325, India"
BAKA,BANKA,ER,"Meharpur, Bihar 813102, India"
BAKL,BAKAL,SECR,"Bakal, Madhya Pradesh, India"
BAKT,BARHARA KOTHI F,ECR,"Barhara Kothi, Bihar, India"
BAL,BUDALUR,SR,"Budalur Railway Station, Budalur, Tami.."
BALI,BHAILI,WR,"Bhilai, Chhattisgarh, India"
BALR,BAITALPUR,NER,"Baitalpur, Uttar Pradesh, India"
BALU,BALUGAN,ECOR,"Balugaon Railway Station, Balugaon, Or.."
BAM,BRAHMAPUR,ECOR,"Berhampur Railway Station, Brahmapur, .."
BAMA,BIRAMBAD,NCR,"Bharatpur, Rajasthan, India"
BAMR,BAMUR,ECOR,"Barmer, Rajasthan, India"
BAND,BANASWADI,SWR,"Lingarajapuram, Bangalore, Karnataka, .."
BANE,BASNI,NWR,"Saraswati Nagar, Jodhpur, Rajasthan, I.."
BANI,BANI,NR,"Rae Bareli, Uttar Pradesh, India"
BANO,BANO,SER,"Bano, Jharkhand, India"
BAO,BANMOR,NCR,India
BAOL,BAWLI H,NR,"Bawli, Burma"
BAP,BELAPUR,CR,"Belapur Railway Station, Shrirampur, M.."
BAPN,BARAIPURA H,ECR,"Bathaul, Bihar 848204, India"
BAPR,BALLUPUR F,NER,"Med Pur, Uttar Pradesh 207244, India"
BAQ,GANJ BASODA,WCR,"Ganj Basoda Station, Ganj Basoda, Madh.."
BAR,BAR,NWR,"Pali, Rajasthan, India"
BARA,BILARA,NWR,"Bilara, Rajasthan, India"
BARD,DUVRI KALAN,WCR,"Dubari Khurd, Madhya Pradesh 486666, I.."
BARH,BARH,ECR,"Bihar, India"
BARI,BARI,NCR,"Bari, Rajasthan, India"
BARJ,BHARATGARH,NR,"Bharatgarh, Punjab, India"
BARL,BARAL,NR,"Uttar Pradesh, India"
BARN,BARANAGAR ROAD,ER,"Baranagar Rd, Belgharia, Kolkata, West.."
BARU,BAHARU F,ER,"Baharu, West Bengal, India"
BASN,BHAINSWAN,NR,"Bhainswan Khurd, Haryana 131301, India"
BASR,BATESHWAR HALT,NCR,"Bah-Bateshwar Rd, Uttar Pradesh 283104.."
BAT,BATALA JN,NR,"Shampur, Batala, Punjab, India"
BATL,BAIHATOLA,SECR,"Shahdol, Madhya Pradesh, India"
BATM,BATALA SUGAR MILLS,NR,"Punjab 143505, India"
BAU,BURHANPUR,CR,"East Nimar, Madhya Pradesh, India"
BAV,BARUVA,ECOR,"Andhra Pradesh, India"
BAW,CHIK BANAVAR,SWR,"3rd Main Road, Geleyara Balaga Layout,.."
BAWA,BALWARA,NWR,"Rajasthan, India"
BAWD,BHADWAD,WR,"Zamatyawad, Maharashtra 425416, India"
BAY,BELLARY JN,SWR,"Bellary, Karnataka, India"
BAYD,BAYAD,WR,"Bayad, Gujarat, India"
BAZ,BARAN,WCR,"Lanka Colony, Baran, Rajasthan, India"
BBA,BABRALA,NR,"Babrala, Uttar Pradesh, India"
BBAE,BAIDYABATI,ER,"Baidyabati, West Bengal, India"
BBAI,BHADBHUNJA,WR,"Gujarat, India"
BBAR,BARA,WCR,"Papodh, Madhya Pradesh 484774, India"
BBC,BHACHHBAR,NWR,"Barmer, Rajasthan, India"
BBCE,BULBULCHANDI,NFR,"Village-Boaichandi, West Bengal, India"
BBD,BABLAD,CR,"Bablad, Karnataka, India"
BBDB,BENOY BADAL DINESH BAG,ER,"West Bengal 700001, India"
BBDE,BABARPUR,NR,"Babarpur, Punjab, India"
BBE,BAGHI BARDIHA,ECR,"Bihar 805130, India"
BBGN,BARUA BAMUNGAON,NFR,"Jorhat, Assam, India"
BBHT,BARABAR H,ECR,"Barabar Caves, Bihar, India"
BBI,BARABANI,ER,"Barabanki, Uttar Pradesh, India"
BBJ,BABAGANJ,NER,"Babaganj, Uttar Pradesh, India"
BBK,BARABANKI JN,NR,"Gandhi Nagar, Barabanki, Uttar Pradesh.."
BBKR,BABA BAKALA RAIYA,NR,"Punjab 143202, India"
BBL,BALRAI,NCR,"Balrai, Rajasthan, India"
BBLA,BHYABLA,ER,"Bhyabla, Basirhat, West Bengal, India"
BBLK,BABA LAKSHMAN DAS H,NCR,"Uttar Pradesh, India"
BBM,BARABHUM,SER,"Purulia, West Bengal, India"
BBMN,BARI BRAHMAN,NR,
BBN,BARABIL,SER,"Barbil, Odisha, India"
BBO,BABUGARH,NR,"Ghaziabad, Uttar Pradesh, India"
BBPM,BALABHADRAPURAM,SCR,"East Godavari, Andhra Pradesh, India"
BBPR,BABUPUR H,NER,"Babupur, Gurgaon, Haryana, India"
BBQ,BASIN BRIDGE JN,SR,"Basin Bridge Jn, Pulianthope, Chennai,.."
BBR,BAGH BAZAR,ER,"Main Bazar Rd, Bagh"
BBRI,BANSHBARI HALT,NFR,"Purandaha, Bihar 854311, India"
BBS,BHUBANESWAR,ECOR,"Kharavela Nagar, Bhubaneshwar, Orissa,.."
BBSN,BHUBANESHWAR NEW,ECOR,"New Railway Station Rd, Raghunathpur, .."
BBT,BIRATI,ER,"Birati, Kolkata, West Bengal, India"
BBTR,BARBATPUR,CR,"Shahpur, Madhya Pradesh, India"
BBU,BHABUA ROAD,ECR,"Mohania, Bihar, India"
BBW,BODARWAR,NER,"Kushinagar, Uttar Pradesh, India"
BBY,BHADROLI,NCR,"Gwalior, Madhya Pradesh, India"
BC,BAREILLY CITY,NER,"Bareilly, Uttar Pradesh, India"
BCA,BACHWARA JN,ECR,"Begusarai, Bihar, India"
BCB,BHOWRA BH,SER,"SH 8, West Bengal, India"
BCD,BANSDIH ROAD,NER,"Sahodih, India"
BCF,BANKAPASI F,ER,"Bardhaman, West Bengal, India"
BCGM,BAINCHIGRAM,ER,"Bainchigram, West Bengal, India"
BCH,BERCHHA,WR,"Madhya Pradesh, India"
BCHL,BACHELI,ECOR,"Dantewada, Chhattisgarh, India"
BCHN,BOCHASAN JN,WR,"Anand, Gujarat, India"
BCHR,BACHAR,WR,"Bachar, Gujarat, India"
BCHT,BARH COURT HALT,ECR,"Ibrahimpur, Bihar 803213, India"
BCJ,BAGAHA BISHNUPUR,ECR,"Bahuara, Bihar, India"
BCK,BALICHAK,SER,"Balichak, West Bengal, India"
BCL,MUMBAI CENTRAL LOCAL,WR,"Mumbai Central, Tulsiwadi Path, Tardeo.."
BCN,BACHHRAWAN,NR,"Rae Bareli, Uttar Pradesh, India"
BCOB,BHACHAU BG,WR,"Bhachau, Gujarat, India"
BCP,BICHPURI,NCR,"Bhanpuri, Chhattisgarh, India"
BCPR,BACHHARPUR HALT,ECR,"Sitamarhi, Bihar, India"
BCQ,BARACHAK,ER,"Barachak Station, West Bengal, India"
BCRD,BARCHI ROAD,CR,"Betul, Madhya Pradesh, India"
BCU,BHUCHCHU,NR,"Punjab 151101, India"
BCW,BHAWI,NWR,"Bhiwani, Haryana, India"
BCY,VARANASI CITY,NER,"Raja Bazar Road, Varanasi, Uttar Prade.."
BCYN,BUDHDEVCHAK YADAV NAGAR,ECR,"Raipura, Bihar 803202, India"
BD,BADNERA JN,CR,"Badnera Railway Station, Nayi Basti, B.."
BDAG,BONIDANGA,ER,"6-18 Erith Street, Bundanoon NSW 2578,.."
BDB,VRINDAVAN,NCR,"Vrindavan Railway Station, Bhaktivedan.."
BDBA,BADABANDHA,ECOR,"State Highway 12, Kujang, Odisha, India"
BDBG,BADHAI BALAMGARH H,NR,"Badhai Rd, Sri Muktsar Sahib, Punjab, .."
BDBP,BASUDEBPUR H,ER,"Basudebpur, Odisha, India"
BDBR,BHOGDABAR HALT,NFR,"Jiran Gachh, Bihar, India"
BDBS,BINDUBASINI,ER,"Bindu Basini Rd, Mominpur, Kolkata, We.."
BDC,BANDEL JN,ER,"Bandel Junction Railway Station, Bande.."
BDCR,BHADRACHALAM RD,SCR,"Bhadrachalam, Andhra Pradesh, India"
BDDR,BADODAR,WR,"Gujarat, India"
BDE,BODELI,WR,"State Highway 5, Bodeli, Gujarat, India"
BDGM,BADGAM,NR,"Degree College Budgam, Srinagar 191111"
BDGP,BADANAGUPPE H,SWR,"Nanjungudu-Chamarajanagara Rd, Karnata.."
BDGU,BUDHAGUMPA,SWR,"Dhangaldoddi, Karnataka 583228, India"
BDH,BHEDIA,ER,"Bhedia, West Bengal, India"
BDHA,BADHADA,WR,"Badhada, Gujarat, India"
BDHL,BADHAL,NWR,"Rajasthan, India"
BDHN,BODHAN,SCR,"Gunj Road, Bodhan, Maharashtra 503185,.."
BDHP,BHUDPUR,NR,"Bhogpur, Punjab, India"
BDHT,BARDI HALT,SECR,"Bardi Halt Railway Station, Madhya Pra.."
BDHY,BUDHI,NR,Budhi
BDI,BHADLI,CR,"Jalgaon, Maharashtra, India"
BDIN,BHADAIYAN,NR,"Bhadwan, Maharashtra, India"
BDJ,VADAKARA,SR,"Vadakara, Kerala, India"
BDKD,BHANDARKUND,SECR,
BDKN,BANDHUA KALAN,NR,"Bandhua Kalan, Railway, National Highw.."
BDKT,BADAKHANDIAITA,ECOR,"Jagatsinghpur, Odisha, India"
BDL,VINDHYACHAL,NCR,"Vindhyachal main Road, Uttar Pradesh, .."
BDLN,BORDOLONI,NFR,"Kaibartta Gaon, Assam 787026, India"
BDM,BADAMI,SWR,"Bagalkot, Karnataka, India"
BDMA,BUDHMA,ECR,"Murho, Bihar, India"
BDME,BAIDYANATHDHAM,ER,"Deoghar, Jharkhand 814112, India"
BDMJ,BHODWAL MAJRI,NR,"Bhodwal Majri, Railway Road, Haryana 1.."
BDN,BHADAN,NCR,Ballipur Village - Bhadan Railway Stat..
BDNH,BHUDEVI NAGAR,SCR,"Bhoodevinagar, Alwal, PIN - 500015, Se.."
BDNK,BODINAYAKKANUR,SR,"Bodinayakanur, Tamil Nadu, India"
BDNP,BIDANPUR,NCR,"Danpur, Uttar Pradesh, India"
BDO,BAHALDA ROAD,SER,"Bahalda Rd, Odisha, India"
BDPA,BADALPUR P H,SER,"Badlapur, Maharashtra, India"
BDPG,BADAPADAGAON PH,ECOR,"Cuttack, Odisha, India"
BDPK,BUDHAPANK,ECOR,"Budhapara, Raipur, Chhattisgarh, India"
BDPL,BANDARUPALLE,SCR,"Visadala Road, Visadala, Andhra Prades.."
BDPR,BRINDABANPUR PH,SER,"West Bengal 722207, India"
BDQ,BUDORA,ECR,"Budora Rd, Kharkharee, Jharkhand 82812.."
BDRI,BHADRAULI HALT,NCR,"Bhadrauli Station Rd, Uttar Pradesh 28.."
BDRL,BYADARAHALLI,SWR,"Byadarahalli, Karnataka, India"
BDS,BARADIGHI,NFR,"Haihaipathar, West Bengal, India"
BDSW,BUDHSINGHWALA,NWR,"28 Amp, Rajasthan, India"
BDT,BORDUBI ROAD,NFR,"Tinsukia-Duliajan Rd, Bordubi, Assam 7.."
BDTS,BANDRA TERMINUS,WR,"Bandra Terminus, Mumbai, Maharashtra, .."
BDU,BADNAPUR,SCR,"Jalna, Maharashtra, India"
BDUA,BASUDEOPUR CHANDAIL H,ECR,"Samastipur, Bihar, India"
BDVL,BUDVEL,SCR,"National Highway 7, Netaji Nagar, Kate.."
BDVR,BODDAVARA,ECOR,"Unnamed Road, Andhra Pradesh 535145, I.."
BDVT,BHADRAVATI,SWR,"Bhadravati Railway Station, Bhadravath.."
BDW,BANDANWARA,NWR,"Ajmer, Rajasthan, India"
BDWA,BADHWA BARA,SECR,"Madhya Pradesh, India"
BDWD,BODWAD,CR,"Bodwad Railway Station, SH190, Bodwad,.."
BDWL,BIRADHWAL,NWR,"Bikaner, Rajasthan, India"
BDWS,BADARWAS,WCR,"Badarwas, Madhya Pradesh, India"
BDXT,BASAI DHANKOT,NR,"Basai Rd, Dhankot, Gurgaon, Haryana, I.."
BDXX,BADE ARAPUR,ECOR,"Bastar, Chhattisgarh, India"
BDY,BUDDIREDDIPPATI,SR,"Buddireddippati, Tamil Nadu, India"
BDYK,BINDAYAKA,NWR,"Vinayaka Hospital and Nursing Home, No.."
BDYP,BIDYADHARPUR F,ER,"Bidyadharpur, Odisha, India"
BDYR,BIDYADABRI,NFR,"783335, India"
BDZ,BADKULLA,ER,"Badkulla, West Bengal, India"
BE,BAREILLY,NR,"Civil Lines, Bareilly, Uttar Pradesh, .."
BEA,BIHIYA,ECR,"Bihiya, Bihar, India"
BEAS,BEAS,NR,"Beas, Punjab, India"
BEB,BELDANGA,ER,"Beldanga, West Bengal, India"
BED,BASERI,NCR,"Baseri, Uttarakhand, India"
BEDM,BEDHAM,NCR,"Bedham, Rajasthan, India"
BEE,BEBEJIA,NFR,"Kekuri Bebejia, Assam, India"
BEF,BHUPDEOPUR,SECR,"Bhupdeopur, Chhattisgarh, India"
BEG,BEHTAGOKUL,NR,"Behtagokul Railway Station, Uttar Prad.."
BEH,BAGDIHI,SER,"Odisha, India"
BEHI,BENNEHALLI,SWR,"Matihalli Rd, Karnataka 583127, India"
BEHJ,BEHAJ,NCR,"Bahaj, Rajasthan, India"
BEHR,BEOHARI,WCR,"Beohari Railway Station, Beohari, Madh.."
BEHS,BIHAR SHARIF,ECR,"Bihar Sharif Railway Station, Bihar Sh.."
BEHT,BIHAT H,ECR,"Bihat, Bihar, India"
BEJ,BENIGANJ,NR,"Beniganj, Uttar Pradesh, India"
BEK,BUNDKI,NR,"Bijnor, Uttar Pradesh, India"
BELA,BELA,ECR,"Gaya, Bihar, India"
BELD,BELKHERA,WCR,"Kelakhera, Uttarakhand, India"
BELT,BELA,ER,"Bela Halt, Shemraudha, Bihar 813107, I.."
BEM,BUDAUN,NER,"Badaun, Uttar Pradesh, India"
BEML,B E M L NAGAR H,SWR,"Nagar, Rajasthan, India"
BEN,BENAPOL,BR,"Benapole, Bangladesh"
BENA,BELONIA,NFR,"Sarasima part, Tripura 799155, India"
BENL,BENAL H,SWR,"Benl Station, Benal R.C, Karnataka 586.."
BEO,BIROHE,NCR,"Akorhi, Uttar Pradesh, India"
BEP,BHEERPUR,NCR,"Bhairapur, Karnataka, India"
BEPR,BELAPUR C B D,CR,"Belapur, Maharashtra, India"
BEQ,BELUR,ER,"Belur Math, Bally, Howrah, West Bengal.."
BER,BEAWAR,NWR,"Beawar, Rajasthan, India"
BERO,BERO,SER,"Bero, Jharkhand, India"
BES,BES,ECR,"Bes Station Rd, Bes, Jharkhand 825302,.."
BET,BARETH,WCR,"Bareth Station, Madhya Pradesh, India"
BETI,BHETASI,WR,"Bhetakadi, Gujarat, India"
BEU,BISHESHWARGANJ,NER,"Bisheshwanath Rd, Lucknow, Uttar Prade.."
BEW,BETAVAD,WR,"Dhule, Maharashtra, India"
BEX,BELBONI PH,SER,"West Bengal 722203, India"
BEY,B CEMENT NAGAR,SCR,"Cement Nagar, Chandrapur, Maharashtra,.."
BFD,BORHAT,NFR,"Namrup, Assam, India"
BFE,BAHAWAL BASI,NR,"152116, India"
BFF,BARABHATI,SECR,"Barabanki, Uttar Pradesh, India"
BFG,BAGTHAR,NCR,"Bharatpur, Rajasthan, India"
BFJ,BHORAS BUDRUKH,CR,"Jalgaon, Maharashtra, India"
BFM,BHALUI,ECR,"Bhalui, Raota, Bihar 811310, India"
BFP,BILOCHPURA AGRA,NCR,Billochpura (Baluchpura) Railway Stati..
BFPA,BHOPATPUR,NER,"Bharatpur, Rajasthan, India"
BFQ,BENDI,ECR,"Bendi, Andhra Pradesh"
BFR,BEKAL FORT,SR,"Bekal Fort, Kerala, India"
BFT,BHABTA,ER,"National Highway 34, Bhabta, West Beng.."
BFV,BAHELIA BUZURG H,NER,"Uttar Pradesh, India"
BFW,BYATRAYANAHALLI,SWR,"Byatrayanhalli, Karnataka 563137"
BFX,BAGHI GHAUSPUR,ECR,"Bihar 805124, India"
BFY,BHESANA,NWR,"Pali, Rajasthan, India"
BFZ,BHANDARTIKURI,ER,"Bhandartikuri, West Bengal, India"
BG,BHONGIR,SCR,"Sanjeev Nagar, Bhongir, Andhra Pradesh.."
BGA,BAGALIA,SER,"West Bengal, India"
BGAE,BALAGARH,ER,"Balagarh Station Road, Balagarh, West .."
BGAN,BANGAIN,NER,"Bangaon, West Bengal, India"
BGAR,BANGARI,ECR,"Jiwdhara, Bihar, India"
BGB,BUDGE BUDGE,ER,"Budge Budge, Kolkata, West Bengal, India"
BGBR,BAGBAHRA,ECOR,"Mahasamund, Chhattisgarh, India"
BGD,BARA GUDHA,NWR,"Bara Gudha, Haryana, India"
BGDI,BAGADIA PH,ECOR,"Jagatsinghpur, Odisha, India"
BGDS,BHAGWANPUR DESUA,ECR,"Bhagwan Pur Desua High School, Desua, .."
BGF,BAGILA,ER,"Bagila, West Bengal, India"
BGG,BANTA RNATHGARH,NWR,"Pali, Rajasthan, India"
BGH,BAGHAULI,NR,"Hardoi, Uttar Pradesh, India"
BGHI,BAGAHAI ROAD,WCR,"Madhya Pradesh, India"
BGHT,BARKAGAON HALT,NER,"Station Rd, Kherwa, Bihar 841507, India"
BGHU,BORRAGUHALLU,ECOR,"Vishakhapatnam, Andhra Pradesh, India"
BGJT,BAGHA JATIN F,ER,"Bagha Jatin, Bow Bazaar, Kolkata, West.."
BGK,BAGALKOT,SWR,"Bagalkot, Karnataka, India"
BGKA,BANGURKELA,SER,"Rourkela, Odisha, India"
BGKT,BHAGAT KI KOTHI,NWR,"Jodhpur, Rajasthan, India"
BGL,BAGULA,ER,"Bagula, West Bengal, India"
BGLI,BARGALIA,NFR,"Chiboo Gaon, Assam, India"
BGM,BELAGAVI,SWR,"Belgaum Railway Station, Belgaum, Karn.."
BGMR,BAGUMRA,WR,"Surat, Gujarat, India"
BGMU,BANGARMAU,NR,"Bangarmau, Uttar Pradesh, India"
BGN,BORGAON,CR,"Maharashtra, India"
BGNA,BALGONA,ER,"Balgona Rly Stn, West Bengal, India"
BGND,BAGINADI,NFR,"Tariani Borbil, Assam 787032, India"
BGNP,BANAGANAPALLE,SCR,"Kyapa, Andhra Pradesh 518124, India"
BGNR,B.G. NAGAR,SWR,"Agachalli Rd, Javaranahalli, Karnataka.."
BGO,BOGRI ROAD,SER,"Bogri Rd, West Bengal, India"
BGP,BHAGALPUR,ER,"Bhagalpur, Bihar, India"
BGPA,BAGESHAPURA,SWR,"Nagapura, Bangalore, Karnataka, India"
BGPL,BAGHUAPAL,ECOR,"Jajpur, Odisha, India"
BGPR,BHAGWANPURA,NWR,"Pali, Rajasthan, India"
BGQ,BHONGAON,NCR,"Mainpuri Railway Station, Mainpuri, Ut.."
BGRA,BAGHNAPARA,ER,"Baghnapara, Kalna-Memari Road, West Be.."
BGRD,BELIAGHATA ROAD,ER,"Beliaghata Rd, West Bengal, India"
BGRM,BIGGABAS RAMSARA,NWR,"Biggabas Ramsara, Rajasthan, India"
BGRR,BAGARPUR H,NR,"Bakharpur, Sujapur, West Bengal, India"
BGS,BEGU SARAI,ECR,"Station Rd, Begusarai, Bihar, India"
BGSF,BISUGIRSHARIF,SCR,"Bisugirsharif Station, Andhra Pradesh,.."
BGTA,BAGRA TAWA,WCR,"Bagra Tawa Railway Station, Madhya Pra.."
BGTN,BHAGTANWALA,NR,"Amritsar, Punjab, India"
BGU,BAIRAGNIA,ECR,"Bairgania, Bihar, India"
BGUA,BAIGUDA,ECOR,"Koraput, Orissa, India"
BGVN,BHIGWAN,CR,"Bhigwan, Maharashtra, India"
BGWD,BAGEWADI,SWR,"Gokak Taluka, Karnataka, India"
BGWI,BEGDAEWAI,CR,"Dehuroad Cantoment, Pimpri Chinchwad, .."
BGX,BAGRI SAJJANPUR,NWR,"Pali, Rajasthan, India"
BGY,BANGRIPOSI,SER,"Bangriposi, Odisha, India"
BGZ,BAHADURGARH,NR,"124505, India"
BH,BHARUCH JN,WR,"Bharuch Railway Station, Station Road,.."
BHA,BHANDAI,NCR,"Bhandara, Maharashtra, India"
BHAD,BARHAPUR H,ECR,"Barahpur, Bihar 803302, India"
BHAL,BHATIEL,WR,"Bhatia, Gujarat, India"
BHAN,BHOYANI,WR,"Bhin, Punjab, India"
BHAS,BHOJRAS,NWR,"Bhilwara, Rajasthan, India"
BHAT,BHATPURA,NCR,"Bharatpur, Rajasthan, India"
BHAU,BHALUA,ER,"Deoghar Rd, Bhalua, Bihar 814131, India"
BHB,BADLA GHAT,ECR,"Sabzi Market, Bihar, India"
BHBK,BODHADI BUJRUG,SCR,"Bodhadi Bujrug Station, Maharashtra, I.."
BHBR,BATHUA BAZAR HALT,NER,"Sawnahi Patti, Bihar 841425, India"
BHBV,BLOCK HUT B,NR,"Chhitampur, Uttar Pradesh, India"
BHC,BHADRAKH,ECOR,"Bhadrak Railway Station, Charampa, Odi.."
BHCL,BAHORA CHANDIL,ECR,"Chandil, Jharkhand, India"
BHD,BADLI,NR,"Badli, Bawana Auchandi Road, Samaipur,.."
BHDH,BAHADURPUR UP,NR,"Shahjahanpur, Uttar Pradesh, India"
BHDR,BHADRI,NR,"Pratapgarh, Uttar Pradesh, India"
BHEL,BHEL HALT,SCR,"BhEL, Mac Society, BDL Colony, Bharat .."
BHET,BHESTAN,WR,"Bhestan, Udhna Zone, Surat, Gujarat, I.."
BHG,BHATON KI GALI,NWR,"Jaipur, Rajasthan, India"
BHGH,BAHIRGACHHI H,ER,"Bahirgachhi, West Bengal, India"
BHGJ,BIHARIGANJ,ECR,"Biharigang, Bihar, India"
BHGN,BHILGAON,NFR,"Ghogora Pathar, Assam 785602, India"
BHGP,BHAGIRATHPUR H,NER,"Bhagirathpur, Uttar Pradesh, India"
BHHT,BARHARA,ECR,"Barhara, Uttar Pradesh, India"
BHHZ,BEHTA HAZIPUR,NR,"Behta Hazipur, New Delhi, Delhi, India"
BHI,BAHERI,NER,"Baheri Railway Station, Baheri, Uttar .."
BHID,BHIDI,CR,"MSH 3, Bhidi State: Maharashtra"
BHJ,BARHAJ BAZAR,NER,"Barhaj Bazar, Barahaj- salempur Bypass.."
BHJA,BHEJA,ECOR,"Koraput, Orissa, India"
BHK,BADHARI KALAN,NER,"Etah, Uttar Pradesh, India"
BHKA,BAHIRA KALIBARI,ER,"Bahira Kalibari, West Bengal, India"
BHKD,BHURKUNDA,ECR,"Damodar Bridge, Giddi A, River Side, G.."
BHKH,BAGHOIKUSA,ECR,"Kusa, Bihar 824122, India"
BHKL,BHAKRAULI,NR,"Barauli, Bihar, India"
BHL,BHILWARA,NWR,"Bhilwara Railway Station, State Highwa.."
BHLA,BEHULA,ER,"Behula, West Bengal, India"
BHLE,BARAHAT,ER,"Bhagalpur-Hansdiha Road, Masudanpur, B.."
BHLK,BHALKI,SCR,"Bidar, Karnataka, India"
BHLP,BHULANPUR,NER,"Varanasi, Uttar Pradesh, India"
BHM,BAHRAM,NR,"Punjab 144505, India"
BHMA,BAGHMARA H,NFR,
BHME,BHANDARIDAH,ECR,"Jharkhand 828403, India"
BHMW,BHAMBEVA,NR,"Bham Bhewa, Haryana 126113, India"
BHN,BHULI,ECR,"Bhilai, Chhattisgarh, India"
BHNA,BHAYNA H,ER,"Bhayna, West Bengal, India"
BHNE,BHONE,WR,"Jalgaon, Maharashtra, India"
BHNG,BHALUKPONG,NFR,
BHNP,BISHANPUR HALT,NFR,
